symbol,category
Tm4sf1,miscellaneous and unknown
Wwtr1,transcription
Pfn2,cytoskeleton
Siah2,signaling
P2ry13,receptors and binding proteins
P2ry12,receptors and binding proteins
Igsf10,immune response
Dhx36,transcription
Plch1,metabolism and transport
RGD1565059,miscellaneous and unknown
Slc33a1,metabolism and transport
Ssr3,signaling
Ccnl1,cell cycle
Veph1,miscellaneous and unknown
Lxn,transcription
Trim59,miscellaneous and unknown
B3galnt1,Golgi apparatus
Bche,metabolism and transport
Pdcd10,apoptosis
Golim4,Golgi apparatus
Etfdh,electron transport
Glrb,receptors and binding proteins
Gucy1a3,signaling
Rbm46,translation and protein modification
Lrat,metabolism and transport
Mnd1,cell cycle
Trim2,miscellaneous and unknown
Fhdc1,development
Rps3a,translation and protein modification
Dclk2,signaling
Kirrel,metabolism and transport
Fcrls,receptors and binding proteins
Pear1,receptors and binding proteins
Hapln2,cytoskeleton
Tmem79,miscellaneous and unknown
Slc25a44,metabolism and transport
Sema4a,development
Lmna,cytoskeleton
Robld3,development
Syt11,development
Dap3,apoptosis
Rag1ap1,transcription
Lenep,cytoskeleton
Cks1b,signaling
Il6ra,receptors and binding proteins
LOC685152,EST
Rps27,translation and protein modification
Ints3,miscellaneous and unknown
Npr1,receptors and binding proteins
Sprr1b,development
Sprr1al,development
Smcp,development
Eno1,metabolism and transport
Tdpoz1,transcription
RGD1560477,miscellaneous and unknown
LOC689416,apoptosis
Oaz3,metabolism and transport
Cgn,cytoskeleton
Psmb4,proteolysis
Selenbp1,receptors and binding proteins
Mllt11,transcription
LOC689873,epigenetics
Ecm1,cytoskeleton
Tars2,translation and protein modification
Prpf3,translation and protein modification
LOC690012,transcription
Car14,metabolism and transport
Plekho1,signaling
Vps45,proteolysis
Hist2h4,epigenetics
Fcgr1a,immune response
Gpr89,signaling
Bcl9,transcription
Phgdh,metabolism and transport
Hsd3b6,metabolism and transport
Hsd3b1,metabolism and transport
LOC310721,miscellaneous and unknown
Atp1a1,metabolism and transport
Vangl1,development
Sycp1,cell cycle
Olfml3,development
Hipk1,signaling
Dclre1b,DNA repair
Mov10,micro RNA
Capza1,cytoskeleton
Wnt2b,growth factor
Cept1,metabolism and transport
Cd53,immune response
Fam40a,miscellaneous and unknown
Gstm7,metabolism and transport
Gstm6,metabolism and transport
Gstm2,metabolism and transport
Gstm1,metabolism and transport
Gnai3,signaling
Gpr61,signaling
Celsr2,cytoskeleton
Sars,translation and protein modification
Tmem167b,miscellaneous and unknown
Gpsm2,signaling
Fam102b,miscellaneous and unknown
Ntng1,development
Rnpc3,translation and protein modification
Vcam1,cytoskeleton
Gpr88,signaling
Cdc14a,cell cycle
Slc35a3,metabolism and transport
Lppr4,signaling
Snx7,signaling
Ptbp2,receptors and binding proteins
Tmem56,miscellaneous and unknown
Slc44a3,metabolism and transport
Usp53,proteolysis
Synpo2,development
Mettl14,epigenetics
Alpk1,signaling
Enpep,metabolism and transport
Egf,growth factor
Ccdc109b,transcription
Ostc,metabolism and transport
Hadh,metabolism and transport
LOC686753,cytoskeleton
Tet2,transcription
Cisd2,development
Nfkb1,transcription
Bank1,development
Dapp1,signaling
Rap1gds1,signaling
Bmpr1b,receptors and binding proteins
Pdlim5,cytoskeleton
Pkn2,proteolysis
Hs2st1,Golgi apparatus
Sh3glb1,signaling
Cyr61,signaling
Prkacb,signaling
Ifi44,immune response
Rabggtb,signaling
Acadm,metabolism and transport
Tnni3k,transcription
Cth,metabolism and transport
Clic2,metabolism and transport
Olr1742,receptors and binding proteins
Olr1749,receptors and binding proteins
RT1-M6-1,immune response
RT1-M6-2,immune response
Znrd1,transcription
Ppp1r11,signaling
Trim39,miscellaneous and unknown
RT1-N2,immune response
RT1-S2,immune response
RT1-S3,immune response
RT1-T24-4,immune response
Abcf1,receptors and binding proteins
Mrps18b,translation and protein modification
RGD1303066,EST
Tubb5,cytoskeleton
Ddr1,receptors and binding proteins
Gtf2h4,transcription
RT1-CE13,immune response
RT1-CE10,immune response
Bat2,translation and protein modification
C4b,immune response
Egfl8,receptors and binding proteins
Btnl7,immune response
Btnl4,immune response
RT1-Da,immune response
Psmb9,proteolysis
Slc39a7,immune response
RT1-A1,immune response
Phf1,epigenetics
Syngap1,signaling
Itpr3,signaling
Znf76,transcription
Fance,development
Rpl10a,translation and protein modification
LOC689425,miscellaneous and unknown
Mapk13,signaling
Brpf3,transcription
Pnpla1,metabolism and transport
Cdkn1a,cell cycle
Pim1,signaling
Tbc1d22b,signaling
Rnf8,proteolysis
Ftsjd2,translation and protein modification
Abcg1,receptors and binding proteins
Slc37a1,metabolism and transport
Pde9a,signaling
Ndufv3,metabolism and transport
Pdxk,metabolism and transport
Rrp1,translation and protein modification
Trappc10,metabolism and transport
Pfkl,signaling
RGD1561557,EST
RGD1311257,EST
Adarb1,epigenetics
Pcbp3,translation and protein modification
Col6a1,cytoskeleton
Mmp11,proteolysis
RGD1306739,EST
Zfp365,transcription
Reep3,receptors and binding proteins
RGD1559781,cytoskeleton
LOC100360692,metabolism and transport
RGD1562230,signaling
Dnajb12,development
Pcbd1,metabolism and transport
LOC361841,metabolism and transport
Lrrc20,development
Ppa1,metabolism and transport
Rshl3,development
Kpna5,metabolism and transport
Rfx6,transcription
Tbrg1,growth factor
Dcbld1,development
Slc35f1,metabolism and transport
Pln,metabolism and transport
Gja1,metabolism and transport
Hsf2,signaling
Fabp7,receptors and binding proteins
Smpdl3a,metabolism and transport
RGD1565550,transcription
RGD1560095,transcription
Tspyl4,transcription
Frk,cell cycle
Fyn,transcription
Traf3ip2,apoptosis
RGD1559879,EST
Zbtb24,transcription
Sec63,metabolism and transport
RGD1564849,translation and protein modification
Cd24,immune response
Rtn4ip1,miscellaneous and unknown
Hace1,translation and protein modification
Ubxn2a,proteolysis
Ascc3,signaling
Olr1679,receptors and binding proteins
Olr1681,receptors and binding proteins
Olr1697,receptors and binding proteins
Olr1701,receptors and binding proteins
RT1-M3-1,immune response
Gabbr1,receptors and binding proteins
Zfp57,transcription
RGD1564067,EST
Trim31,signaling
Ppp1r10,signaling
Mdc1,DNA repair
RT1-CE1,immune response
RT1-CE3,immune response
RT1-CE2,immune response
Bat1,translation and protein modification
Ly6g6e,immune response
Ly6g6c,immune response
Ddah2,metabolism and transport
Neu1,development
Slc44a4,metabolism and transport
Tnxa,cytoskeleton
Atf6b,transcription
Prrt1,receptors and binding proteins
Agpat1,metabolism and transport
RT1-Bb,immune response
Psmb8,proteolysis
Hla-dmb,immune response
RT1-DMa,immune response
Wdr46,miscellaneous and unknown
Tapbp,receptors and binding proteins
Zbtb22,transcription
Nudt3,transcription
Spdef,transcription
Taf11,translation and protein modification
Fkbp5,signaling
Slc26a8,metabolism and transport
Cpne5,development
Ppil1,metabolism and transport
Glo1,metabolism and transport
Cstb,proteolysis
Icoslg,immune response
RGD1309594,EST
LOC100361793,cytoskeleton
Pttg1ip,transcription
Lss,metabolism and transport
S100b,receptors and binding proteins
Zfp280b,transcription
Susd2,signaling
Ddt,metabolism and transport
Gstt1,metabolism and transport
Adora2a,receptors and binding proteins
Bcr,DNA repair
Pcdh15,cytoskeleton
Ipmk,signaling
Ccdc6,transcription
Rhobtb1,signaling
Egr2,cell cycle
Jmjd1c,epigenetics
LOC365559,EST
Hnrnph3,translation and protein modification
Ddit4,cell cycle
Slc29a3,metabolism and transport
Unc5b,receptors and binding proteins
RGD1305587,EST
Eif4ebp2,translation and protein modification
Supv3l1,transcription
Ddx21,transcription
Zufsp,transcription
Man1a1,Golgi apparatus
RGD1563747,transcription
Ranbp2,signaling
Lims1,immune response
LOC100361581,transcription
LOC100188933,miscellaneous and unknown
RGD1561777,metabolism and transport
Slc16a10,metabolism and transport
Bxdc1,development
Armc2,transcription
Foxo3,transcription
Sobpl,receptors and binding proteins
Qrsl1,translation and protein modification
Grik2,signaling
RT1-CE14,immune response
RT1-CE11,immune response
RT1-CE12,immune response
RT1-CE16,immune response
Adamtsl4,proteolysis
Ifi44l,immune response
Arrdc3,signaling
Ensa,signaling
Rnf208,proteolysis
Lrrc26,development
Entpd2,signaling
Npdc1,development
Abca2,receptors and binding proteins
Clic3,metabolism and transport
Bmyc,transcription
Pmpca,proteolysis
RGD1311501,proteolysis
Adamtsl2,proteolysis
Wdr5,epigenetics
Rxra,receptors and binding proteins
Ddx31,transcription
Setx,development
Odf2,cytoskeleton
Gle1,translation and protein modification
Endog,metabolism and transport
Lrrc8a,miscellaneous and unknown
Phyhd1,metabolism and transport
Dolpp1,metabolism and transport
Mettl11a,epigenetics
Prrx2,development
Tor1b,development
Freq,signaling
Gpr107,signaling
Fubp3,receptors and binding proteins
Ppapdc3,metabolism and transport
Pomt1,Golgi apparatus
Ptges2,metabolism and transport
Tor2a,development
Fam129b,miscellaneous and unknown
Angptl2,growth factor
Mapkap1,signaling
Hspa5,signaling
Gsn,cytoskeleton
Dab2ip,signaling
Ptgs1,metabolism and transport
Olr397,receptors and binding proteins
Olr408,receptors and binding proteins
Olr434,receptors and binding proteins
Gpr21,signaling
Crb2,development
Nek6,signaling
RGD1561736,EST
Kynu,metabolism and transport
Acvr2a,receptors and binding proteins
RGD1560248,cytoskeleton
Gpd2,metabolism and transport
Upp2,metabolism and transport
Pkp4,cytoskeleton
Tanc1,miscellaneous and unknown
March7,proteolysis
Tank,signaling
Gca,receptors and binding proteins
B3galt1,metabolism and transport
RGD1564400,transcription
Phospho2,signaling
RGD1565257,transcription
Gorasp2,Golgi apparatus
Dcaf17,development
Cybrd1,electron transport
Map1d,proteolysis
Dlx1,transcription
Itga6,signaling
Pdk1,signaling
Rapgef4,development
Hoxd12,transcription
Hoxd10,transcription
Hoxd9,development
Ppp1r1c,signaling
Dnajc10,transcription
Fam171b,EST
LOC499823,EST
Ypel4,cell cycle
Ube2l6,proteolysis
Slc43a1,metabolism and transport
Slc43a3,metabolism and transport
Olr470,receptors and binding proteins
Ranbp3,receptors and binding proteins
Olr518,receptors and binding proteins
Olr556,receptors and binding proteins
Olr566,receptors and binding proteins
Olr624,receptors and binding proteins
Olr635,receptors and binding proteins
Olr637,receptors and binding proteins
Olr640,receptors and binding proteins
Olr648,receptors and binding proteins
Olr664,receptors and binding proteins
Olr684,receptors and binding proteins
Olr728,receptors and binding proteins
Fnbp4,receptors and binding proteins
Pacsin3,signaling
Lrp4,receptors and binding proteins
Chst1,metabolism and transport
Tp53i11,transcription
Slc1a2,metabolism and transport
Cat,metabolism and transport
Ccdc73,miscellaneous and unknown
Wt1,transcription
Lin7c,metabolism and transport
Ccdc34,transcription
Olr756,receptors and binding proteins
RGD1566059,receptors and binding proteins
Olr770,receptors and binding proteins
Olr771,receptors and binding proteins
Olr796,receptors and binding proteins
Lpcat4,metabolism and transport
RGD1305045,miscellaneous and unknown
Aven,apoptosis
RGD1563680,EST
Tmco5a,miscellaneous and unknown
Spred1,signaling
Pak6,signaling
Disp2,development
Ivd,metabolism and transport
Bahd1,epigenetics
Rpusd2,translation and protein modification
Casc5,transcription
Gchfr,signaling
Zfyve19,transcription
Spint1,proteolysis
Dll4,growth factor
Nusap1,transcription
Mapkbp1,signaling
LOC100137086,miscellaneous and unknown
Lrrc57,development
Ccndbp1,cell cycle
Pdia3,translation and protein modification
Hypk,development
Casc4,transcription
Ndufb4,metabolism and transport
B2m,immune response
Sord,metabolism and transport
Duoxa2,development
MGC105649,EST
Sema6d,growth factor
Ctxn2,signaling
Dtwd1,miscellaneous and unknown
Ap4e1,Golgi apparatus
Gpat2,metabolism and transport
Bcl2l11,apoptosis
Mertk,signaling
Mthfd1,metabolism and transport
Polr1b,translation and protein modification
Chchd5,transcription
Slc20a1,metabolism and transport
Tgm3,translation and protein modification
Ebf4,transcription
Hspa12b,signaling
Cdc25b,cell cycle
Prnp,development
Prnd,metabolism and transport
Cds2,metabolism and transport
Crls1,metabolism and transport
Plcb4,metabolism and transport
RGD1306991,miscellaneous and unknown
Btbd3,miscellaneous and unknown
Pcsk2,proteolysis
LOC100361593,miscellaneous and unknown
LOC499900,transcription
Sec23b,metabolism and transport
RGD1566320,miscellaneous and unknown
Rin2,signaling
Nat5,metabolism and transport
RGD1307071,miscellaneous and unknown
Sstr4,receptors and binding proteins
Gzf1,transcription
Cst13,proteolysis
Tmem90b,miscellaneous and unknown
Entpd6,signaling
Pygb,metabolism and transport
Defb21,immune response
Rem1,signaling
Mcts2,transcription
Id1,transcription
Hck,metabolism and transport
Tm9sf4,miscellaneous and unknown
Pofut1,Golgi apparatus
LOC682697,metabolism and transport
Mapre1,cytoskeleton
Plunc,cytoskeleton
LOC690521,epigenetics
Itch,proteolysis
Map1lc3a,cytoskeleton
Acss2,metabolism and transport
Myh7b,cytoskeleton
Procr,receptors and binding proteins
Ergic3,Golgi apparatus
Romo1,miscellaneous and unknown
Rpn2,Golgi apparatus
Manbal,Golgi apparatus
Src,transcription
Nnat,development
Rprd1b,cell cycle
Lbp,receptors and binding proteins
Slc32a1,metabolism and transport
Lpin3,development
Sfrs6,translation and protein modification
Gdap1l1,development
Ttpal,metabolism and transport
Wisp2,signaling
Svs3,development
Svs5,development
LOC685079,Golgi apparatus
Pigt,metabolism and transport
Dnttip1,metabolism and transport
Zswim3,transcription
Zswim1,EST
Pcif1,transcription
Slc12a5,metabolism and transport
Eya2,development
Slc9a8,metabolism and transport
Ptpn1,signaling
Mocs3,metabolism and transport
RGD1311378,EST
Cass4,transcription
Tcfap2c,transcription
Rae1,translation and protein modification
Rbm38,translation and protein modification
Pck1,metabolism and transport
Stx16,transcription
Gnas,signaling
Adrm1,cytoskeleton
Rps21,translation and protein modification
Ntsr1,receptors and binding proteins
Ogfr,growth factor
Bwk1,transcription
Arfgap1,translation and protein modification
Col20a1,cytoskeleton
RGD1310660,EST
Rtel1,cell cycle
Zgpat,transcription
Tcea2,transcription
Myt1,transcription
Pcmtd2,metabolism and transport
Polr3k,development
Hnmt,epigenetics
Tbpl2,transcription
Pax8,transcription
Tubb2c,cytoskeleton
Ndor1,metabolism and transport
Ssna1,development
Uap1l1,metabolism and transport
RGD1565520,translation and protein modification
Ptgds,metabolism and transport
Lcn12,development
RGD1307615,miscellaneous and unknown
Nacc2,miscellaneous and unknown
Qsox2,metabolism and transport
Dnlz,transcription
Sec16a,Golgi apparatus
Mrpl41,translation and protein modification
LOC681385,development
Med22,transcription
Surf1,development
Surf4,development
Fam163b,miscellaneous and unknown
Sardh,metabolism and transport
Vav2,signaling
Rsb66,miscellaneous and unknown
Gtf3c4,transcription
Ntng2,development
Ccbl1,metabolism and transport
Ptges,metabolism and transport
Dyt1,development
Qrfp,signaling
Fibcd1,cytoskeleton
Dnm1,cytoskeleton
Lcn2,signaling
Slc25a25,metabolism and transport
Stxbp1,receptors and binding proteins
Zbtb34,transcription
Psmd5,proteolysis
Phf19,epigenetics
Rab14,signaling
Stom,cytoskeleton
Ggta1,cytoskeleton
Ndufa8,metabolism and transport
Rbm18,translation and protein modification
Olr421,receptors and binding proteins
Olr422,receptors and binding proteins
Olr424,receptors and binding proteins
Olr425,receptors and binding proteins
Pdcl,electron transport
Dennd1a,signaling
Scai,EST
Lrp1b,metabolism and transport
Gtdc1,metabolism and transport
Zeb2,transcription
Rnd3,signaling
Arl5a,translation and protein modification
Cacnb4,metabolism and transport
Rprm,transcription
LOC366054,metabolism and transport
Nr4a2,transcription
Ermn,cytoskeleton
Cytip,signaling
Acvr1,receptors and binding proteins
Baz2b,transcription
Ly75,immune response
Itgb6,signaling
Tbr1,transcription
Gcg,hormone
Fap,growth factor
Kcnh7,metabolism and transport
Fign,development
Grb14,growth factor
Cobll1,development
Scn3a,metabolism and transport
Ttc21b,miscellaneous and unknown
Scn1a,metabolism and transport
Scn7a,metabolism and transport
Lrp2,receptors and binding proteins
Fastkd1,miscellaneous and unknown
Gpr155,signaling
Chn1,signaling
Atf2,transcription
Nfe2l2,transcription
Prkra,signaling
Ttn,cytoskeleton
Zfp385b,transcription
Cwc22,translation and protein modification
Cerkl,metabolism and transport
Pde1a,signaling
Frzb,receptors and binding proteins
Calcrl,receptors and binding proteins
Zdhhc5,transcription
Clp1,translation and protein modification
Serping1,proteolysis
Smtnl1,cytoskeleton
Olr479,receptors and binding proteins
Olr481,receptors and binding proteins
Olr485,receptors and binding proteins
Olr510,receptors and binding proteins
Olr536,receptors and binding proteins
Olr540,receptors and binding proteins
Olr546,receptors and binding proteins
Olr550,receptors and binding proteins
Olr551,receptors and binding proteins
Olr567,receptors and binding proteins
Olr578,receptors and binding proteins
Olr602,receptors and binding proteins
Olr630,receptors and binding proteins
Olr631,receptors and binding proteins
Olr652,receptors and binding proteins
Olr666,receptors and binding proteins
Olr668,receptors and binding proteins
Olr669,receptors and binding proteins
Olr679,receptors and binding proteins
Olr703,receptors and binding proteins
Olr707,receptors and binding proteins
Olr712,receptors and binding proteins
Olr717,receptors and binding proteins
Olr720,receptors and binding proteins
Olr724,receptors and binding proteins
Olr729,receptors and binding proteins
Olr733,receptors and binding proteins
Olr734,receptors and binding proteins
Madd,signaling
RGD1309540,miscellaneous and unknown
Harbi1l,development
Mdk,growth factor
Gyltl1b,metabolism and transport
Mapk8ip1,signaling
Cry2,DNA repair
Tspan18,cytoskeleton
Accs,metabolism and transport
Hsd17b12,metabolism and transport
Ttc17,miscellaneous and unknown
Api5,apoptosis
Prr5l,apoptosis
Ehf,transcription
RGD1306717,miscellaneous and unknown
Hipk3,signaling
Depdc7,miscellaneous and unknown
Qser1,development
Prrg4,signaling
RGD1560017,miscellaneous and unknown
Eif3m,translation and protein modification
RGD1566052,transcription
Olr767,receptors and binding proteins
Olr769,receptors and binding proteins
Olr775,receptors and binding proteins
Olr789,receptors and binding proteins
Chrm5,receptors and binding proteins
Ryr3,receptors and binding proteins
Rasgrp1,signaling
Bmf,apoptosis
Ccdc32,transcription
Ppp1r14d,signaling
Ino80,transcription
Exd1,miscellaneous and unknown
Oip5,cell cycle
Ehd4,signaling
Vps39,proteolysis
Tmem87a,miscellaneous and unknown
Cdan1,development
Frmd5,signaling
Spg11,miscellaneous and unknown
Slc28a2,metabolism and transport
Gatm,metabolism and transport
Fbn1,development
Shc4,signaling
Secisbp2l,receptors and binding proteins
Cops2,development
Hdc,metabolism and transport
Trpm7,development
Sppl2a,signaling
Ciao1,miscellaneous and unknown
Mal,development
Nphp1,development
Bub1,cell cycle
Anapc1,cell cycle
Il1b,growth factor
Pdyn,signaling
Snrpb,proteolysis
Ubox5,proteolysis
Fastkd5,signaling
Prosapip1,signaling
RGD1565616,EST
Adam33,proteolysis
RGD1564425,proteolysis
Adra1d,receptors and binding proteins
Prokr2,receptors and binding proteins
Lrrn4,development
Fermt1,signaling
Hao1,metabolism and transport
Tmx4,electron transport
Pak7,cell cycle
Mkks,development
Jag1,growth factor
Kif16b,cytoskeleton
Bfsp1,cytoskeleton
Rbbp9,cell cycle
RGD1308023,miscellaneous and unknown
Thbd,immune response
Cst3,proteolysis
Ninl,cytoskeleton
Nanp,metabolism and transport
Nrsn2,receptors and binding proteins
Defb29,immune response
Defb24,signaling
Defb27,signaling
Defb25,signaling
Dusp15,signaling
Cdk5rap1,signaling
Eif2s2,translation and protein modification
Ncoa6,transcription
Trpc4ap,development
Edem2,metabolism and transport
Rbm39,translation and protein modification
Scand1,transcription
Ndrg3,transcription
Tgm2,translation and protein modification
Emilin3,cytoskeleton
Chd6,epigenetics
Oxsr1,signaling
Slpil2,proteolysis
Slpil3,proteolysis
Slpi,immune response
Sdc4,cytoskeleton
Neurl2,development
Zmynd8,signaling
Sulf2,metabolism and transport
B4galt5,metabolism and transport
Spata2,development
Dpm1,Golgi apparatus
Zfp217,transcription
Bmp7,growth factor
Mir296,micro RNA
Lama5,cytoskeleton
Cables2,cell cycle
RGD1305899,miscellaneous and unknown
Nkain4,metabolism and transport
Chrna4,receptors and binding proteins
Kcnq2,metabolism and transport
Eef1a2,translation and protein modification
Pric285,receptors and binding proteins
Sox18,development
Bdnf,growth factor
Sqrdl,metabolism and transport
Paxip1,transcription
Tmub1,development
Fastk,apoptosis
Fam126a,miscellaneous and unknown
Tomm7,metabolism and transport
RGD1564792,EST
Orc5l,cell cycle
Reln,development
Slc26a5,metabolism and transport
Dnajc2,transcription
Gnai1,signaling
LOC688583,transcription
Cd36,immune response
Slc25a40,metabolism and transport
Abcb1b,signaling
Abcb4,receptors and binding proteins
MGC72627,EST
Fzd1,receptors and binding proteins
Cyp51,electron transport
Mterf,transcription
RGD1310794,EST
Ccdc132,transcription
Gng11,signaling
Ppp1r9a,signaling
Acn9,metabolism and transport
Tac1,hormone
C1galt1,metabolism and transport
LOC296884,EST
Nxph1,receptors and binding proteins
Foxp2,transcription
Mdfic,transcription
Cav2,epigenetics
Cav1,epigenetics
Met,signaling
Kcnd2,metabolism and transport
Ing3,transcription
LOC500046,miscellaneous and unknown
Ptprz1,signaling
Asb15,transcription
Snd1,transcription
Tspan33,cytoskeleton
Ahcyl2,metabolism and transport
Cpa2,proteolysis
Cpa4,proteolysis
Mkln1,signaling
Akr1b8,metabolism and transport
Akr1b7,metabolism and transport
Cald1,metabolism and transport
Agbl3,signaling
Tmem140,miscellaneous and unknown
Nup205,metabolism and transport
LOC689574,miscellaneous and unknown
Chrm2,receptors and binding proteins
Akr1d1,metabolism and transport
Luc7l2,translation and protein modification
Wee2,cell cycle
Prss2,proteolysis
Ephb6,receptors and binding proteins
Casp2,apoptosis
Clcn1,metabolism and transport
Zyx,cytoskeleton
Tas2r126,receptors and binding proteins
Olr813,receptors and binding proteins
Zfp212,transcription
Zfp862,transcription
Repin1,cytoskeleton
Tmem176a,miscellaneous and unknown
Gpnmb,cytoskeleton
RGD1306936,EST
Ccdc126,transcription
Npy,growth factor
Tax1bp1,receptors and binding proteins
Chn2,signaling
RGD1311589,EST
Wipf3,receptors and binding proteins
Plekha8,signaling
Adcyap1r1,signaling
RGD1564615,miscellaneous and unknown
Fkbp9,signaling
V1rc16,receptors and binding proteins
Vom1r86,receptors and binding proteins
Vom1r87,receptors and binding proteins
V1rc28,receptors and binding proteins
Ecop,apoptosis
Pigy,metabolism and transport
Abcg2,receptors and binding proteins
Grid2,signaling
Gng12,signaling
LOC498750,EST
Krcc1,miscellaneous and unknown
LOC691037,transcription
Cd8a,immune response
Rnf103,proteolysis
St3gal5,metabolism and transport
Capg,cytoskeleton
Retsat,metabolism and transport
Fam50a,miscellaneous and unknown
LRRTM1,development
Lrrtm4,development
RGD1304792,EST
Loxl3,metabolism and transport
Ccdc142,transcription
Gcs1,metabolism and transport
Mobkl1b,signaling
Noto,transcription
Cct7,translation and protein modification
Snrpg,transcription
Aak1,signaling
Gfpt1,metabolism and transport
Copg,Golgi apparatus
LOC500251,miscellaneous and unknown
Mgll,metabolism and transport
LOC685621,miscellaneous and unknown
Fbln2,cytoskeleton
Tmem43,miscellaneous and unknown
Lsm3,translation and protein modification
Slc6a6,metabolism and transport
RGD1305225,EST
Slc25a26,metabolism and transport
Kbtbd8,transcription
Glt8d4,Golgi apparatus
Cntn4,cytoskeleton
Trnt1,micro RNA
Lrrn1,development
Itpr1,signaling
Bhlhe40,transcription
Arl8b,translation and protein modification
Lmcd1,development
Thumpd3,miscellaneous and unknown
Cpne9,development
Brpf1,transcription
Vhl,transcription
Atg7,apoptosis
Ift122,miscellaneous and unknown
H1foo,epigenetics
Ssb,development
March8,transcription
Olr828,receptors and binding proteins
Olr830,receptors and binding proteins
LOC500300,miscellaneous and unknown
Rad52,DNA repair
LOC680988,translation and protein modification
Il17ra,receptors and binding proteins
Usp18,proteolysis
A2m,immune response
A1i3,immune response
Clec4a1,cytoskeleton
Clec4a3,cytoskeleton
Clecsf6,cytoskeleton
Cd163,immune response
C1r,immune response
Cdca3,cell cycle
RGD1304952,EST
Vamp1,development
LOC683001,miscellaneous and unknown
Tnfrsf1a,apoptosis
Parp11,translation and protein modification
Senp17,proteolysis
LOC500331,development
Clec2d,cytoskeleton
LOC689800,development
Klrb1c,immune response
Clec2g,cytoskeleton
Sgp158,miscellaneous and unknown
Etv6,transcription
Crebl2,receptors and binding proteins
Apold1,metabolism and transport
RGD1306151,miscellaneous and unknown
Emp1,cytoskeleton
Ptpro,signaling
Strap,signaling
Mgst1,metabolism and transport
Plekha5,signaling
Pde3a,signaling
Cmas,metabolism and transport
LOC100361188,EST
Sspn,development
Med21,transcription
Ppfibp1,signaling
Far2,metabolism and transport
Rps4y2,translation and protein modification
MGC72974,EST
RGD1309621,miscellaneous and unknown
Insig1,signaling
Dpp6,proteolysis
RGD1306404,miscellaneous and unknown
Slc4a2,metabolism and transport
Nos3,metabolism and transport
Fgl2,cytoskeleton
Pion,development
Rsbn1l,development
Tmem60,miscellaneous and unknown
Magi2,metabolism and transport
Sema3c,development
Cacna2d1,metabolism and transport
Sema3e,development
Sema3a,growth factor
Sema3d,growth factor
RGD1563349,EST
Crot,metabolism and transport
Steap4,transcription
Cdk6,cell cycle
RGD1563091,EST
Samd9l,miscellaneous and unknown
Bet1,Golgi apparatus
Pon2,metabolism and transport
Pdk4,signaling
Slc25a13,metabolism and transport
Shfm1,development
Asns,metabolism and transport
RGD1564680,cytoskeleton
Rpa3,cytoskeleton
Ica1,immune response
LOC500034,miscellaneous and unknown
Cttnbp2,receptors and binding proteins
Tspan12,cytoskeleton
Fam3c,miscellaneous and unknown
Aass,metabolism and transport
Cadps2,metabolism and transport
Rnf133,proteolysis
Pot1,cell cycle
Grm8,receptors and binding proteins
Zfp800,transcription
Impdh1,metabolism and transport
N5,epigenetics
Tsga14,development
LOC501092,EST
LOC688916,miscellaneous and unknown
Podxl,metabolism and transport
LOC688956,miscellaneous and unknown
Akr1b1,metabolism and transport
Wdr91,miscellaneous and unknown
Cnot4,transcription
Mtpn,development
Ptn,signaling
Trim24,transcription
Atp6v0a4,metabolism and transport
RGD1306271,miscellaneous and unknown
Zc3hav1,transcription
Hipk2,signaling
Parp12,translation and protein modification
LOC286960,proteolysis
LOC679835,proteolysis
Epha1,receptors and binding proteins
Olr803,receptors and binding proteins
Fam115c,miscellaneous and unknown
Nobox,transcription
Ezh2,transcription
Pdia4,metabolism and transport
Znf746,transcription
Osbpl3,receptors and binding proteins
RGD1565415,translation and protein modification
LOC500124,EST
Hnrnpa2b1,translation and protein modification
Skap2,signaling
RGD1310827,EST
Fkbp14,signaling
Nod1,signaling
Crhr2,receptors and binding proteins
Inmt,metabolism and transport
Neurod6,development
Lsm5,translation and protein modification
Spty2d1,transcription
Herc6,translation and protein modification
Fam13a1,miscellaneous and unknown
RGD1565690,miscellaneous and unknown
Hpgds,metabolism and transport
Gadd45a,epigenetics
LOC682821,immune response
LOC502822,miscellaneous and unknown
Kdm3a,epigenetics
Ptcd3,miscellaneous and unknown
Rnf181,proteolysis
Vamp5,metabolism and transport
Vamp8,development
Elmod3,signaling
Tcf3,transcription
Ctnna2,signaling
Reg3g,immune response
Hk2,metabolism and transport
Ino80b,transcription
Wdr54,miscellaneous and unknown
Mthfd2,metabolism and transport
Stambp,receptors and binding proteins
Cyp26b1,electron transport
Sfxn5,metabolism and transport
LOC686393,proteolysis
Cml5,metabolism and transport
Cml1,metabolism and transport
Mxd1,transcription
Rpl22,translation and protein modification
Antxr1,receptors and binding proteins
Rab43,signaling
Tcp1,development
Rps25,translation and protein modification
Mcm2,cell cycle
RGD1560871,receptors and binding proteins
Chchd6,transcription
Nup210,cytoskeleton
Adamts9,proteolysis
Lrig1,immune response
Suclg2,metabolism and transport
Tmf1,epigenetics
Frmd4b,signaling
Foxp1,transcription
Eif4e3,translation and protein modification
Rybp,receptors and binding proteins
Shq1,translation and protein modification
Pdzrn3,transcription
Cntn3,cytoskeleton
Crbn,development
Lhfpl4,transcription
Prrt3,receptors and binding proteins
Sec13,receptors and binding proteins
Atp2b2,metabolism and transport
LOC362419,miscellaneous and unknown
